perm_android_permission_GET_TASKS,suspicious_getSubscriberId,perm_android_permission_READ_PHONE_STATE,perm_android_permission_SYSTEM_ALERT_WINDOW,suspicious_Ljava_lang_Runtime___exec,intent_android_intent_action_USER_PRESENT,suspicious_Ldalvik_system_PathClassLoader_,n_providers,intent_android_intent_action_CREATE_SHORTCUT,suspicious_getCellLocation,perm_android_permission_MOUNT_UNMOUNT_FILESYSTEMS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_COARSE_LOCATION,suspicious_Landroid_telephony_SmsMessage___getMessageBody,intent_android_intent_action_PACKAGE_ADDED,suspicious_getCellSignalStrength,perm_android_permission_ACCESS_FINE_LOCATION,perm_com_google_android_c2dm_permission_RECEIVE,intent_android_net_conn_CONNECTIVITY_CHANGE,intent_com_google_firebase_INSTANCE_ID_EVENT,perm_android_permission_CHANGE_WIFI_STATE,intent_com_google_android_c2dm_intent_RECEIVE,n_permissions,suspicious_Base64,perm_android_permission_ACCESS_NETWORK_STATE,n_api_calls,suspicious_Cipher,n_services,intent_android_intent_action_SEND,perm_com_facebook_katana_permission_CROSS_PROCESS_BROADCAST_MANAGER,label
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,32,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,18,1,0,0,0,0
1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,17,0,0,0,0,0
0,0,0,0,1,0,1,2,0,1,0,0,1,0,0,1,1,1,1,1,0,1,31,1,1,45,1,22,0,0,0
1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,27,1,1,54,1,4,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,17,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,1,1,28,1,6,0,0,0
0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10,1,1,22,1,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,7,1,1,18,1,3,0,0,0
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,1,34,1,0,0,0,0
0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,20,1,1,19,1,9,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,13,1,1,45,1,7,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,1,0,0,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,9,1,1,23,1,5,0,0,0
0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,1,1,0,1,1,1,19,1,1,48,1,16,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,11,1,1,15,1,1,0,0,0
0,0,1,1,0,0,1,5,0,0,0,1,1,0,0,0,1,1,0,1,0,1,35,1,1,41,1,17,0,0,0
0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,1,0,1,9,1,1,21,1,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,20,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,26,1,0,0,0,0
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,1,1,23,1,3,0,0,0
0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,12,0,1,0,0,2,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,1,20,1,2,0,0,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,1,1,18,1,4,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,30,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,1,0,54,1,2,0,0,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,25,1,1,18,1,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,16,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,25,1,2,0,0,0
0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,1,0,1,19,1,1,18,1,7,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,15,1,0,0,0,1
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1,1,19,1,7,0,0,1
0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,1,1,21,1,7,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,24,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,12,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,22,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,17,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,21,1,0,0,0,0
0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,31,1,1,1,0,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26,1,1,33,1,5,1,0,0
1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,17,1,1,40,1,1,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,5,1,1,21,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,10,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,12,1,3,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,14,1,3,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,22,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19,1,0,0,0,0
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,1,1,19,1,3,0,0,0
1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,1,1,7,1,3,0,0,0
1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,23,1,1,33,1,2,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,1,1,8,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,29,1,0,0,0,0
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10,1,1,46,1,3,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,10,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,19,1,0,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,19,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,18,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1,1,18,1,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,1,1,15,1,6,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,8,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,20,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,18,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0
1,1,1,1,0,1,1,3,0,0,1,1,0,0,1,0,0,1,1,1,0,1,27,1,1,21,1,12,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,9,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,15,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,1,39,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,2,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,14,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,31,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,18,1,0,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,1,10,1,5,0,0,0
1,0,1,1,0,1,0,7,0,0,1,1,1,0,1,0,1,0,1,0,1,0,34,0,1,0,0,26,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,1,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,1,1,20,1,8,0,0,0
0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,1,1,13,1,14,0,0,0
0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,1,0,1,7,1,1,20,1,4,0,0,1
0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,1,1,26,1,13,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9,1,1,18,1,6,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1,1,5,1,5,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,8,1,1,18,1,8,0,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,21,1,1,58,1,6,0,0,0
1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11,1,1,4,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,12,1,1,0,0,0
0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,51,1,3,1,0,0
1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,27,0,1,0,0,5,0,0,0
1,0,1,1,1,1,0,2,0,0,1,0,1,0,1,0,1,0,1,0,1,0,28,0,1,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,1,0,0,0,0
0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,12,1,1,33,1,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,1,1,1,0,3,0,1,1,0,1,0,1,1,1,0,1,0,1,0,27,1,1,30,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,26,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,18,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,13,1,0,0,0,0
1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,1,1,22,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,12,1,1,31,1,1,0,0,0
1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,16,1,1,37,1,6,0,0,0
1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,29,1,1,48,1,2,0,0,0
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,27,1,1,14,1,13,0,0,0
1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,62,1,1,67,1,7,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,1,1,12,1,2,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,12,1,1,19,1,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,17,0,0,0,0,0
1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,22,1,1,27,1,6,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,1,1,18,1,8,0,0,0
1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,17,1,1,19,1,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,24,1,1,16,0,1,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,14,1,1,19,1,5,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,29,1,1,8,1,8,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,20,1,18,0,0,0
0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,1,6,1,9,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,9,1,1,22,1,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10,1,1,23,1,8,0,0,0
1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,25,1,1,28,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,1,1,12,1,0,0,0,0
0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,1,1,0,1,0,1,29,1,1,29,1,7,1,0,0
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1,1,23,1,10,0,0,0
1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,19,1,1,23,1,5,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,1,1,12,1,2,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,13,1,1,32,1,10,0,0,0
0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,1,1,0,1,13,1,1,19,1,8,0,0,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,1,24,1,3,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,1,14,1,7,0,0,0
0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,1,23,1,6,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,1,1,4,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,22,1,0,0,0,0
0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,13,1,1,11,1,6,0,0,0
1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,15,1,1,34,1,0,0,0,0
1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,20,1,1,29,1,1,0,0,0
1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,43,1,1,40,1,17,1,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,1,12,1,3,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,12,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,37,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,27,1,0,0,0,1
0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,21,1,1,45,1,3,0,0,0
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,10,1,1,9,1,7,0,0,0
0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,14,1,1,46,1,3,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,1,1,7,1,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,21,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,13,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,12,1,1,18,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,18,1,0,0,0,0
0,0,1,1,1,0,1,6,0,0,0,0,1,0,0,0,1,1,0,1,0,1,34,1,1,20,1,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,20,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,14,1,1,31,1,3,0,0,0
1,1,1,1,1,1,1,17,0,1,1,1,1,1,1,0,1,0,1,0,1,0,124,1,1,69,1,56,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,1,1,26,1,0,0,0,0
1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,17,1,1,40,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,19,1,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,12,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,21,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,18,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,11,1,1,14,1,13,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,1,1,27,1,3,0,0,0
1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,21,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,10,1,1,36,1,14,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,1,1,21,1,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,1,18,1,2,0,0,0
1,1,1,0,1,0,1,6,0,1,1,1,1,0,0,0,1,1,0,1,1,1,50,1,1,23,1,14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,17,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,15,1,1,15,1,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,29,1,1,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,44,1,0,0,0,0
0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,14,1,1,28,1,8,0,0,0
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,1,1,24,1,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,1,20,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,16,1,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,23,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,17,1,0,0,0,0
0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,12,1,1,14,1,9,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,17,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,14,1,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,8,0,1,0,0,0
0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7,1,1,38,1,2,0,0,0
0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,15,1,1,31,1,15,1,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,9,1,1,23,1,5,0,0,0
0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,25,1,1,10,1,15,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,1,1,21,1,7,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,1,0,0,0,0
0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,27,1,1,25,1,18,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,18,1,0,0,0,0
0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,16,1,1,12,1,3,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,1,0,1,15,1,1,45,1,5,0,0,0
0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,1,18,1,8,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,21,1,0,0,0,0
0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,14,1,1,25,1,5,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10,1,1,20,1,4,0,0,1
0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,1,0,1,1,1,15,1,1,24,1,9,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,21,1,0,0,0,0
1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,43,0,1,0,0,16,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,21,1,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,1,1,18,1,3,0,0,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,8,1,1,23,1,5,0,0,0
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,1,31,1,1,0,0,0
1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,71,1,1,32,1,27,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,16,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,10,1,1,42,1,5,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,12,1,1,16,1,3,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1,1,18,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,10,1,0,0,0,0
